Date,Place,Title,Price,Sold,S/H,Comm.,Ship,Net,Notes
12-Jul-10,Salvation Army Walled Lake,The Guardian,$0.35 ,$2.99 ,$2.64 ,$0.45 ,$2.38 ,$2.45 ,
12-Jul-10,Walled Lake P.L.,House of sand and Fog,$0.50 ,$0.78 ,$2.64 ,$0.12 ,$2.38 ,$0.42 ,
12-Jul-10,Walled Lake P.L.,Truth and Beauty,$0.50 ,$1.97 ,$2.64 ,$0.30 ,$2.38 ,$1.43 ,
12-Jul-10,Walled Lake P.L.,The shadow of the wind,$0.50 ,$4.34 ,$2.64 ,$0.65 ,$2.77 ,$3.06 ,
12-Jul-10,Walled Lake P.L.,The beach,$0.50 ,$1.99 ,$2.64 ,$0.30 ,$2.38 ,$1.45 ,
12-Jul-10,Walled Lake P.L.,Hatchet,$0.50 ,$3.45 ,$2.64 ,$0.52 ,$2.07 ,$3.00 ,
12-Jul-10,Walled Lake P.L.,Riding in cars with boys,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
,,,$12.25 ,$33.95 ,$44.65 ,$5.10 ,$38.40 ,$22.85 ,
16-Jul-10,Salvation Army Keego,Unfinished Work,$0.35 ,,,,,($0.35),
16-Jul-10,Salvation Army Keego,"Rich Dad, Poor Dad",$0.35 ,$1.94 ,$2.64 ,$0.29 ,$2.38 ,$1.56 ,
16-Jul-10,Salvation Army Keego,The Lake of Dead Languages,$0.35 ,,,,,($0.35),
16-Jul-10,Salvation Army Keego,The Dante Club,$0.35 ,,,,,($0.35),
16-Jul-10,Salvation Army Keego,Ceremony,$0.35 ,$4.44 ,$2.64 ,$0.67 ,$2.24 ,$3.82 ,
16-Jul-10,Salvation Army Keego,Sula,$0.35 ,$1.71 ,$2.64 ,$0.26 ,$2.24 ,$1.50 ,
16-Jul-10,Salvation Army Keego,Rattlebone,$0.35 ,,,,,($0.35),
16-Jul-10,Salvation Army Keego,Possession,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$2.77 ,$0.16 ,
16-Jul-10,Salvation Army Keego,The Damage Done,$0.35 ,,,,,($0.35),Not Listed yet
,,,$3.15 ,$8.84 ,$10.56 ,$1.33 ,$9.63 ,$5.29 ,
19-Jul-10,White Lake P.L.,The Lovely Bones,$1.00 ,$0.99 ,$3.07 ,$0.15 ,$2.77 ,$0.14 ,
19-Jul-10,White Lake P.L.,The Golden Compass,$0.50 ,$1.54 ,$2.64 ,$0.23 ,$2.38 ,$1.07 ,
19-Jul-10,White Lake P.L.,The Devil in the White City,$0.50 ,$1.99 ,$2.64 ,$0.30 ,$2.38 ,$1.45 ,
19-Jul-10,White Lake P.L.,Charlie and the Chocolate Factory,$0.50 ,$1.99 ,$2.64 ,$0.30 ,$2.07 ,$1.76 ,
19-Jul-10,White Lake P.L.,The Children of Hurin,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
19-Jul-10,White Lake P.L.,The Hours,$0.50 ,$0.75 ,$3.07 ,$0.11 ,$2.38 ,$0.83 ,
19-Jul-10,White Lake P.L.,The Great Train Robbery,$0.50 ,,,,,($0.50),
19-Jul-10,Salvation Army White Lake,Choas and Complexity,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,Black Holes and Time Warps,$0.19 ,$4.99 ,$2.64 ,$0.75 ,$2.77 ,$3.92 ,
19-Jul-10,Salvation Army White Lake,Dark Sun,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,Dinosaurs in a Haystack,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,Full House,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,Gossamer,$0.19 ,$1.79 ,$3.07 ,$0.27 ,$2.38 ,$2.02 ,
19-Jul-10,Salvation Army White Lake,The Dream Keepers and other Poems,$0.19 ,$0.99 ,$2.64 ,$0.15 ,$2.41 ,$0.88 ,
19-Jul-10,Salvation Army White Lake,Speak,$0.19 ,$4.94 ,$1.55 ,$0.74 ,$0.69 ,$4.87 ,
19-Jul-10,Salvation Army White Lake,The Smartest Guys in the Room,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,The Diamond Age,$0.19 ,$3.99 ,$2.64 ,$0.60 ,$2.38 ,$3.46 ,
19-Jul-10,Salvation Army White Lake,The General in his Labyrinth,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,To Kill A Mockingbird,$0.19 ,$5.49 ,$2.64 ,$0.82 ,$2.38 ,$4.74 ,
19-Jul-10,Salvation Army White Lake,Other Worlds,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,The Religion of Technology,$0.19 ,$1.09 ,$2.64 ,$0.16 ,$2.38 ,$1.00 ,
19-Jul-10,Salvation Army White Lake,The Devil’s Arithmetic,$0.19 ,$1.45 ,$2.64 ,$0.22 ,$2.07 ,$1.61 ,
19-Jul-10,Salvation Army White Lake,The Handmaid’s Tale,$0.19 ,$6.49 ,$2.64 ,$0.97 ,$2.38 ,$5.59 ,
19-Jul-10,Salvation Army White Lake,What looks like Crazy on an ordinary Day....,$0.19 ,$0.85 ,$2.64 ,$0.13 ,$2.38 ,$0.79 ,
19-Jul-10,Salvation Army White Lake,To Be a Slave,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,Bronx Masquerade,$0.19 ,$1.98 ,$2.64 ,$0.30 ,$1.90 ,$2.23 ,
19-Jul-10,Salvation Army White Lake,Messenger,$0.19 ,$1.92 ,$2.64 ,$0.45 ,$1.19 ,$2.73 ,
19-Jul-10,Salvation Army White Lake,The origin of Species,$0.19 ,,,,,($0.19),
19-Jul-10,Salvation Army White Lake,The Plague,$0.19 ,$0.75 ,$2.64 ,$0.11 ,$2.24 ,$0.85 ,
19-Jul-10,Salvation Army White Lake,The Giver,$0.19 ,$2.88 ,$2.64 ,$0.43 ,$1.73 ,$3.17 ,
19-Jul-10,Salvation Army White Lake,The Outsiders,$0.19 ,$2.99 ,$2.64 ,$0.45 ,$1.90 ,$3.09 ,
19-Jul-10,Salvation Army White Lake,Gathering Blue,$0.19 ,$1.92 ,$1.19 ,$0.15 ,$1.19 ,$1.58 ,
19-Jul-10,Salvation Army White Lake,Player Piano,$0.19 ,$0.79 ,$2.64 ,$0.12 ,$2.07 ,$1.05 ,
19-Jul-10,Salvation Army White Lake,A Wrinkle in Time,$0.19 ,$0.75 ,$2.64 ,$0.11 ,$1.90 ,$1.19 ,
19-Jul-10,Salvation Army White Lake,The Catcher in the Rye,$0.19 ,$3.69 ,$2.64 ,$0.55 ,$1.90 ,$3.69 ,
19-Jul-10,Salvation Army Redford,The Value in the Valley,$0.35 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.75 ,
19-Jul-10,Salvation Army Redford,The Pilot’s Wife,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$3.09 ,($0.16),
19-Jul-10,Salvation Army Redford,Life is Funny,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.55 ,
19-Jul-10,Salvation Army Redford,The Chris Farley Show,$1.05 ,$3.49 ,$3.07 ,$0.52 ,$2.77 ,$2.22 ,
19-Jul-10,Salvation Army Redford,Confessions of an Ugly Stepsister,$0.35 ,$1.99 ,$2.64 ,$0.20 ,$2.77 ,$1.31 ,
19-Jul-10,Salvation Army Redford,The Voyage of the Dawn Treader,$0.35 ,$0.99 ,$2.64 ,$0.15 ,$1.90 ,$1.23 ,
19-Jul-10,Salvation Army Redford,Tears of the Giraffe,$0.35 ,$1.13 ,$2.64 ,$0.17 ,$2.38 ,$0.87 ,
,,,$12.34 ,$67.84 ,$83.66 ,$10.09 ,$70.27 ,$58.80 ,
20-Jul-10,F.H.P.L.,Tortilla Curtain,$1.00 ,$5.94 ,$5.20 ,$0.89 ,$3.55 ,$5.70 ,Expedited shipping
20-Jul-10,F.H.P.L.,Things Fall Apart,$1.00 ,$3.99 ,$2.64 ,$0.60 ,$2.38 ,$2.65 ,
20-Jul-10,F.H.P.L.,Cat's Cradle,$1.00 ,$5.89 ,$2.64 ,$0.88 ,$2.38 ,$4.27 ,
20-Jul-10,F.H.P.L.,Breakfast of Champions,$1.00 ,$3.18 ,$2.64 ,$0.48 ,$2.38 ,$1.96 ,
20-Jul-10,F.H.P.L.,The Dragons of Eden,$1.00 ,$2.99 ,$2.64 ,$0.45 ,$2.07 ,$2.11 ,
20-Jul-10,F.H.P.L.,I know why the caged bird Sings,$1.00 ,$1.98 ,$2.64 ,$0.30 ,$2.07 ,$1.25 ,
20-Jul-10,Salvation Army Walled Lake,The Cradle Will Fall,$0.31 ,$0.75 ,$2.64 ,$0.11 ,$2.07 ,$0.90 ,
20-Jul-10,Salvation Army Walled Lake,Deliverance,$0.31 ,$1.99 ,$3.07 ,$0.30 ,$1.90 ,$2.55 ,
20-Jul-10,Salvation Army Walled Lake,The Song of the Lark,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Green Mile: Night Journey Part 5,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,Thunder Point,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Bourne Supremacy,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Notebook,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,Toxic Bachelors,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,Armageddon Summer,$0.31 ,$0.75 ,$2.64 ,$0.11 ,$2.41 ,$0.56 ,
20-Jul-10,Salvation Army Walled Lake,Bet Me,$0.31 ,$1.24 ,$2.64 ,$0.19 ,$2.38 ,$1.00 ,
20-Jul-10,Salvation Army Walled Lake,Born in Death,$0.31 ,$0.75 ,$2.64 ,$0.11 ,$2.24 ,$0.73 ,
20-Jul-10,Salvation Army Walled Lake,Tom Clancy's Op-center: Mirror Image,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,Forgotten,$0.31 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.79 ,
20-Jul-10,Salvation Army Walled Lake,"Mary, Mary",$0.31 ,$1.18 ,$2.64 ,$0.18 ,$2.92 ,$0.41 ,
20-Jul-10,Salvation Army Walled Lake,Where the Red Fern Grows,$0.31 ,$2.01 ,$2.64 ,$0.30 ,$1.90 ,$2.14 ,
20-Jul-10,Salvation Army Walled Lake,Plum Lovin',$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The South Beach Diet Dining Guide,$0.31 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.79 ,
20-Jul-10,Salvation Army Walled Lake,Slightly Engaged,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Pursuit of Happyness,$0.31 ,$1.00 ,$2.64 ,$0.15 ,$2.38 ,$0.80 ,
20-Jul-10,Salvation Army Walled Lake,Sea Change,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Emperor’s Children,$0.31 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.59 ,
20-Jul-10,Salvation Army Walled Lake,My Sister’s Keeper,$0.31 ,$0.98 ,$2.64 ,$0.15 ,$2.38 ,$0.78 ,
20-Jul-10,Salvation Army Walled Lake,A Million Little Pieces,$0.31 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.79 ,
20-Jul-10,Salvation Army Walled Lake,Barefoot,$0.31 ,$1.49 ,$2.64 ,$0.22 ,$2.38 ,$1.22 ,
20-Jul-10,Salvation Army Walled Lake,Sam’s Letters to Jennifer,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,Suzanne’s Diary for Nicholas,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,A Thousand Splendid Suns,$0.31 ,$4.89 ,$2.64 ,$0.73 ,$2.38 ,$4.11 ,Paperback
20-Jul-10,Salvation Army Walled Lake,In the Woods,$0.31 ,$2.99 ,$2.64 ,$0.45 ,$2.38 ,$2.49 ,
20-Jul-10,Salvation Army Walled Lake,Fire,$0.31 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.59 ,
20-Jul-10,Salvation Army Walled Lake,Bunnicula,$0.31 ,$0.87 ,$2.64 ,$0.13 ,$1.73 ,$1.34 ,
20-Jul-10,Salvation Army Walled Lake,I have no Gun Biut I Can Spit,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The New Terrorism,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Second Summer of the Sisterhood,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Teacher’s Portfolio,$0.31 ,,,,,($0.31),Not yet listed. Submitted addition request.
20-Jul-10,Salvation Army Walled Lake,The American Drug Scene,$0.31 ,$0.75 ,$2.64 ,$0.11 ,$2.77 ,$0.20 ,
20-Jul-10,Salvation Army Walled Lake,Christopher Robin Leads an Expotition,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,Green Eggs and Ham,$0.31 ,$0.75 ,$2.24 ,$0.11 ,$1.38 ,$1.19 ,"Listed Twice, binding needs to be glued"
20-Jul-10,Salvation Army Walled Lake,The South Beach Diet,$0.31 ,$0.84 ,$3.07 ,$0.13 ,$2.38 ,$1.09 ,Hardcover
20-Jul-10,Salvation Army Walled Lake,Crossing the Threshold of Hope,$0.31 ,,,,,($0.31),
20-Jul-10,Salvation Army Walled Lake,The Smoke Jumper,$0.31 ,$0.75 ,$3.07 ,$0.11 ,$2.77 ,$0.63 ,
20-Jul-10,Salvation Army Walled Lake,Blood Lies,$0.31 ,,,,,($0.31),
20-Jul-10,Walled Lake P.L.,The Whole Shebang,$0.65 ,,,,,($0.65),
20-Jul-10,Walled Lake P.L.,The Way We Played the Game,$0.65 ,,,,,($0.65),
20-Jul-10,Walled Lake P.L.,The Godfather,$0.65 ,$9.99 ,$3.07 ,$1.50 ,$2.77 ,$8.14 ,Hardcover
20-Jul-10,Walled Lake P.L.,A Bend in the Road,$0.65 ,$1.97 ,$3.07 ,$0.30 ,$2.77 ,$1.32 ,
20-Jul-10,Walled Lake P.L.,The Great Gatsby,$0.65 ,,,,,($0.65),"Not yet Listed, Hardcover, No dust jacket, Kinda old"
20-Jul-10,Walled Lake P.L.,A Thousand Splendid Suns,$0.65 ,$2.05 ,$3.07 ,$0.32 ,$2.38 ,$1.77 ,Hardcover
20-Jul-10,Walled Lake P.L.,Water for Elephants,$0.65 ,$3.84 ,$2.64 ,$0.58 ,$2.38 ,$2.87 ,
20-Jul-10,Walled Lake P.L.,Peony in Love,$0.65 ,$1.74 ,$2.64 ,$0.26 ,$2.38 ,$1.09 ,
20-Jul-10,Walled Lake P.L.,Manzanar,$0.65 ,,,,,($0.65),
20-Jul-10,Walled Lake P.L.,Sex Games,$0.65 ,,,,,($0.65),
,,,$25.40 ,$72.01 ,$91.86 ,$10.82 ,$78.16 ,$49.49 ,
21-Jul-10,W.B.P.L.,S. ,$1.19 ,,,,,($1.19),
21-Jul-10,W.B.P.L.,Feast of Love,$1.19 ,,,,,($1.19),
21-Jul-10,W.B.P.L.,Alias Grace,$1.19 ,$1.95 ,$2.64 ,$0.29 ,$2.38 ,$0.73 ,
21-Jul-10,W.B.P.L.,Things Fall Apart,$1.19 ,$2.49 ,$2.64 ,$0.37 ,$2.24 ,$1.33 ,
21-Jul-10,Salvation Army Keego,Yoga and Meditation,$0.35 ,,,,,($0.35),
21-Jul-10,Salvation Army Keego,Infidelity,$0.35 ,,,,,($0.35),
21-Jul-10,Salvation Army Keego,Understand this,$0.35 ,$1.98 ,$2.64 ,$0.30 ,$2.38 ,$1.59 ,
21-Jul-10,Salvation Army Keego,Battlestar Galactica,$0.35 ,,,,,($0.35),
21-Jul-10,Salvation Army Keego,A Tribute to Dale Earnhardt,$0.35 ,,,,,($0.35),
,,,$6.51 ,$6.42 ,$7.92 ,$0.96 ,$7.00 ,($0.13),
23-Jul-10,Salvation Army White Lake,The Rainmaker,$0.27 ,$0.75 ,$3.07 ,$0.11 ,$2.77 ,$0.68 ,
23-Jul-10,Salvation Army White Lake,The man from St. Petersburg,$0.27 ,$1.49 ,$2.64 ,$0.22 ,$2.24 ,$1.41 ,
23-Jul-10,Salvation Army White Lake,Green hills of africa,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,Playboy to priest,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,The light of other days,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.64 ,
23-Jul-10,Salvation Army White Lake,every step you take,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,"The Lion, the witch and the Wardrobe",$0.27 ,$0.75 ,$2.64 ,$0.11 ,$1.90 ,$1.12 ,
23-Jul-10,Salvation Army White Lake,Men at arms,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,two little girls in blue,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.41 ,$0.61 ,
23-Jul-10,Salvation Army White Lake,the road to dune,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,the chocolate war,$0.27 ,$1.06 ,$2.64 ,$0.16 ,$2.07 ,$1.21 ,
23-Jul-10,Salvation Army White Lake,Principles of Human knowledge,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,The Partner,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.64 ,
23-Jul-10,Salvation Army White Lake,The Smoke jumper,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,Plum Lucky,$0.27 ,$0.82 ,$2.64 ,$0.12 ,$1.90 ,$1.18 ,
23-Jul-10,Salvation Army White Lake,The Last Hostage,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,That Hideous Strength,$0.27 ,$3.65 ,$3.07 ,$0.55 ,$2.41 ,$3.50 ,
23-Jul-10,Salvation Army White Lake,Ender’s Shadow,$0.27 ,$1.34 ,$2.64 ,$0.20 ,$2.38 ,$1.14 ,
23-Jul-10,Salvation Army White Lake,The Morning After,$0.27 ,$2.74 ,$2.64 ,$0.41 ,$2.38 ,$2.33 ,
23-Jul-10,Salvation Army White Lake,Blue Dahlia,$0.27 ,$0.84 ,$2.64 ,$0.13 ,$2.24 ,$0.85 ,
23-Jul-10,Salvation Army White Lake,The Narrows,$0.27 ,$0.84 ,$2.64 ,$0.13 ,$2.58 ,$0.51 ,
23-Jul-10,Salvation Army White Lake,Martin the Warrior,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.41 ,$0.61 ,
23-Jul-10,Salvation Army White Lake,The Songs of Distant Earth,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,Mr. Was,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,The Scarlet Letter,$0.27 ,$1.12 ,$2.64 ,$0.17 ,$1.90 ,$1.43 ,
23-Jul-10,Salvation Army White Lake,A son of the Circus,$0.27 ,$2.99 ,$2.64 ,$0.45 ,$2.38 ,$2.54 ,
23-Jul-10,Salvation Army White Lake,Tourist Season,$0.27 ,$1.99 ,$2.64 ,$0.30 ,$2.24 ,$1.83 ,
23-Jul-10,Salvation Army White Lake,I have lived a thousand years,$0.27 ,$2.77 ,$2.64 ,$0.42 ,$2.38 ,$2.35 ,
23-Jul-10,Salvation Army White Lake,In the Garden of Iden,$0.27 ,$3.99 ,$2.64 ,$0.60 ,$2.07 ,$3.70 ,
23-Jul-10,Salvation Army White Lake,Hidden Empire,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.64 ,
23-Jul-10,Salvation Army White Lake,In the ocean of night,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,Animal Liberation,$0.27 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.84 ,
23-Jul-10,Salvation Army White Lake,The Golden Compass,$0.27 ,$1.44 ,$2.64 ,$0.22 ,$2.38 ,$1.22 ,
23-Jul-10,Salvation Army White Lake,Tuck Everlasting,$0.28 ,$1.49 ,$2.64 ,$0.22 ,$1.90 ,$1.73 ,
23-Jul-10,Salvation Army White Lake,Goethe/Faust Part I,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,Woe is I,$0.28 ,$1.49 ,$2.64 ,$0.22 ,$2.41 ,$1.22 ,
23-Jul-10,Salvation Army White Lake,The Deptford Trilogy,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,The Last Time They Met,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,Angels all over town,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,The Poisonwood Bible,$0.28 ,$4.99 ,$2.64 ,$0.75 ,$2.38 ,$4.22 ,
23-Jul-10,Salvation Army White Lake,Where the Sky Began,$0.28 ,$2.78 ,$2.64 ,$0.42 ,$2.77 ,$1.95 ,
23-Jul-10,Salvation Army White Lake,A single Shard,$0.28 ,$2.49 ,$2.64 ,$0.37 ,$1.90 ,$2.58 ,
23-Jul-10,Salvation Army White Lake,America UnEqual,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,From a Distance,$0.28 ,$0.99 ,$2.64 ,$0.15 ,$3.89 ,($0.69),
23-Jul-10,Salvation Army White Lake,The Roosevelts,$0.28 ,$1.99 ,$2.64 ,$0.30 ,$2.77 ,$1.28 ,
23-Jul-10,Salvation Army White Lake,Genome,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,"War, Peace, and International Politics",$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,Automotive Quality Systems Handbook,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,Joyce’s Book of the Dark,$0.28 ,$12.99 ,$2.64 ,$1.95 ,$3.16 ,$10.24 ,
23-Jul-10,Salvation Army White Lake,The Actual,$0.28 ,,,,,($0.28),
23-Jul-10,Salvation Army White Lake,He’s Just Not that into you,$0.53 ,$1.29 ,$3.07 ,$0.19 ,$2.38 ,$1.26 ,
23-Jul-10,Salvation Army White Lake,The invisible Touch,$0.53 ,,,,,($0.53),
23-Jul-10,Salvation Army White Lake,The Silent Passage menopause,$0.53 ,,,,,($0.53),
23-Jul-10,Salvation Army White Lake,The Most Important year in a Man’s Life,$0.53 ,$4.99 ,$3.07 ,$0.75 ,$2.77 ,$4.01 ,
23-Jul-10,Salvation Army White Lake,The South Beach Diet,$0.53 ,$0.84 ,$3.07 ,$0.13 ,$2.77 ,$0.48 ,Hardcover
23-Jul-10,Salvation Army White Lake,The Beast,$0.53 ,,,,,($0.53),
23-Jul-10,Salvation Army White Lake,The Ringer,$0.53 ,,,,,($0.53),
23-Jul-10,Salvation Army White Lake,Like no other Time,$0.53 ,,,,,($0.53),
23-Jul-10,Salvation Army White Lake,A Carnivore’s Inquiry,$0.53 ,,,,,($0.53),
23-Jul-10,Salvation Army White Lake,The Westing Game,$0.53 ,$3.99 ,$1.61 ,$0.60 ,$0.40 ,$4.07 ,
23-Jul-10,Salvation Army White Lake,Where the Red Fern Grows,$0.27 ,$0.94 ,$2.64 ,$0.14 ,$1.90 ,$1.27 ,
23-Jul-10,Salvation Army White Lake,Where the Red Fern Grows,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,Ape and Essence,$0.27 ,,,,,($0.27),
23-Jul-10,Salvation Army White Lake,Merrick,$0.26 ,$1.99 ,$2.64 ,$0.30 ,$2.38 ,$1.69 ,
23-Jul-10,Salvation Army White Lake,Dracula,$0.26 ,$2.49 ,$2.64 ,$0.37 ,$2.41 ,$2.09 ,Bantam Classic
,,,$20.14 ,$79.06 ,$98.80 ,$11.86 ,$86.75 ,$59.12 ,
26-Jul-10,Salvation Army White Lake,Witch Hunt,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,Fall on your knees,$0.20 ,$0.84 ,$2.64 ,$0.13 ,$2.77 ,$0.38 ,
26-Jul-10,Salvation Army White Lake,Riding the bus with my sister,$0.20 ,$2.99 ,$5.20 ,$0.45 ,$4.06 ,$3.48 ,
26-Jul-10,Salvation Army White Lake,Ender’s Game,$0.20 ,$1.57 ,$2.64 ,$0.24 ,$2.38 ,$1.39 ,
26-Jul-10,Salvation Army White Lake,The Narnian,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,You Hear me?,$0.20 ,$1.99 ,$2.64 ,$0.30 ,$2.24 ,$1.89 ,
26-Jul-10,Salvation Army White Lake,Saving Shiloh,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,The Ages of Gaia,$0.20 ,$5.99 ,$2.64 ,$0.90 ,$2.38 ,$5.15 ,
26-Jul-10,Salvation Army White Lake,THe Voyage of the Dawn Treader,$0.20 ,$1.00 ,$1.92 ,$0.15 ,$1.19 ,$1.38 ,
26-Jul-10,Salvation Army White Lake,How to clean practically anything,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,The First Horseman,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,Alvin Journeyman,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,The 13th Warrior,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,Bump in the Night,$0.20 ,,,,,($0.20),
26-Jul-10,Salvation Army White Lake,A wind in the Door,$0.20 ,$0.75 ,$1.55 ,$0.11 ,$0.69 ,$1.30 ,
26-Jul-10,Salvation Army White Lake,"Bless me, Ultima",$0.20 ,$3.92 ,$2.64 ,$0.59 ,$2.07 ,$3.70 ,
26-Jul-10,Rescued Treasures on M-59,Song of Solomon,$0.53 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.37 ,
26-Jul-10,Rescued Treasures on M-60,Loving Che,$1.06 ,,,,,($1.06),
26-Jul-10,Salvation Army Walled Lake,Does my Head look big in this?,$0.27 ,,,,,($0.27),
26-Jul-10,Salvation Army Walled Lake,A Yellow Raft in Blue Water,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.63 ,
26-Jul-10,Salvation Army Walled Lake,The Golden Compass,$0.27 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.83 ,
26-Jul-10,Salvation Army Walled Lake,The Kidnapping of Christina Lattimore,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.63 ,
26-Jul-10,Salvation Army Walled Lake,Queen Bees and Wannabes,$0.27 ,$2.49 ,$2.64 ,$0.37 ,$2.38 ,$2.11 ,
26-Jul-10,Salvation Army Walled Lake,THe House on Mango Street,$0.27 ,$1.49 ,$2.64 ,$0.22 ,$2.07 ,$1.57 ,
26-Jul-10,Salvation Army Walled Lake,Tall Cool One,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.63 ,
26-Jul-10,Salvation Army Walled Lake,The Death of Right and Wrong,$0.27 ,,,,,($0.27),
26-Jul-10,Salvation Army Walled Lake,Girl with a pearl earring,$0.27 ,,,,,($0.27),
26-Jul-10,Salvation Army Walled Lake,A New Earth,$0.27 ,$1.98 ,$2.64 ,$0.30 ,$2.38 ,$1.67 ,
26-Jul-10,Salvation Army Walled Lake,THE Black Cauldron,$0.27 ,$1.49 ,$3.07 ,$0.22 ,$2.38 ,$1.69 ,
26-Jul-10,Salvation Army Walled Lake,The Castle of Llyr,$0.27 ,,,,,($0.27),
26-Jul-10,Salvation Army Walled Lake,Secrets in the Shadows,$0.27 ,,,,,($0.27),
26-Jul-10,Salvation Army Walled Lake,Spy Sinker,$0.27 ,,,,,($0.27),
26-Jul-10,Salvation Army Walled Lake,The Fool’s Run,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.24 ,$0.77 ,
