EBayProductID,ProductIDValue,Title,Price,Condition,Notes,AverageSoldPrice,LastSoldPrice
346288334,055337317X,A World Waiting to Be Born by M. Scott Peck (1994; Paperback; Reprint) ; M. Scott Peck (Paperback; 1994),0.75,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0,0
347531270,943497655,Third Time Around; The History of the Pro-Life Movement from the First Century to the Present by George Grant (1991; Paperback) ; Geo...,1.03,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
364192810,451528158,The Phantom of the Opera by Gaston Leroux (2001; Paperback; Reissue) ; Gaston Leroux (Paperback; 2001),0.75,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0,0
348549912,061822405X,Learning Disabilities; Theories; Diagnosis; and Teaching Strategies by Janet W. Lerner (2003; Book; Illustrated) ; Janet W. Lerner (B...,1.03,VERY_GOOD,Quick Delivery.,0,0
347083234,345463900,Letters from Vietnam (2004; Paperback; Reprint) (Paperback; 2004),4.99,VERY_GOOD,Quick Delivery.,0,0
323818588,800730402,Pink by Marilynn Griffith (2006; Paperback) ; Marilynn Griffith (Paperback; 2006),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
364037344,395271541,George and Martha One Fine Day by James Marshall (1978; Hardcover) ; James Marshall (Hardcover; 1978),3.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
345275794,1573225487,The Romance Reader by Pearl Abraham (1996; Paperback; Reprint) ; Pearl Abraham (Paperback; 1996),0.75,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0.75,0.75
348449857,1568583273,Beam Me Up; Jesus; A Heathen's Guide to the Rapture by Jim Gerard (2007; Paperback) ; Jim Gerard (Paperback; 2007),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
346630652,385308477,Riding the Rap by Elmore Leonard (1995; Hardcover) ; Elmore Leonard (Hardcover; 1995),0.75,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0,0
365375433,1414301634,Solemnly Swear by Nancy Moser (2007; Paperback) ; Nancy Moser (Paperback; 2007),6.99,BRAND_NEW,Book is in excellent condition. Quick Delivery.,0,0
331460438,189369903X,Ferocity by Christoper Knight (2003; Paperback) ; Christoper Knight (Paperback; 2003),6.99,BRAND_NEW,Book is in excellent condition. Quick Delivery.,0,0
326457305,130225371,Student-Involved Classroom Assessment by Richard J. Stiggins (2000; Paperback; Subsequent Edition) ; Richard J. Stiggins (Paperback; ...,0.75,VERY_GOOD,Quick Delivery.,0,0
346462213,684854805,Acting Out by Benilde Little (2003; Hardcover) ; Benilde Little (Hardcover; 2003),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
330128055,810837455,Peer Coaching for Educators by Barbara Gottesman (2000; Paperback; Subsequent Edition) ; Barbara Gottesman (Paperback; 2000),2.49,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
366818844,743272307,Any Place I Hang My Hat by Susan Isaacs (2006; Paperback; Reprint) ; Susan Isaacs (Paperback; 2006),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
357005160,312806809,To Engineer Is Human; The Role of Failure in Successful Design by Henry Petroski (1985; Hardcover) ; Henry Petroski (Hardcover; 1985),14.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
348824619,671726455,The Pocket Book of Quotations (1990; Paperback; Reissue) (Paperback; 1990),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
348025196,1893005038,Mayo Clinic on Prostate Health by David M. Barrett (2000; Book; Illustrated) ; David M. Barrett (Book; 2000),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
345967109,325000913,Best Practice; New Standards for Teaching and Learning in America's Schools by Arthur A. Hyde; Steven Zemelman and Harvey Daniels (19...,1.16,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
369216890,375759867,The Lost Painting by Jonathan Harr (2006; Paperback; Reprint) ; Jonathan Harr (Paperback; 2006),0.75,VERY_GOOD,Book is in excellent condition. Quick Delivery.,0,0
347502118,1558612130,And They Didn't Die by Lauretta Ngcobo (1999; Paperback) ; Lauretta Ngcobo (Paperback; 1999),2.99,VERY_GOOD,Quick Delivery.,5.98,5.98
331590174,812427815,The Westing Game by Ellen Raskin (1981; Paperback) ; Ellen Raskin (Paperback; 1981),1.45,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
371576676,451518047,The Secret Agent; A Simple Tale by Joseph Conrad and Copyright Paperback Collection (Library of Congress) (1983; Book) ; Joseph Conra...,0.75,VERY_GOOD,Book is in excellent condition. Quick Delivery.,0,0
364477878,1593080743,The Age of Innocence by Edith Wharton (2004; Paperback) ; Edith Wharton (Paperback; 2004),0.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
330879108,380788829,The Passionate Eye by Suzanne Vega (2001; Paperback; Reprint) ; Suzanne Vega (Paperback; 2001),3.99,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0,0
347779514,312334397,The Big Book Of Jewish Conspiracies by David Deutsch and JOSHUA NEUMAN (2005; Paperback) ; David Deutsch; JOSHUA NEUMAN (Paperback; 2...,29.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
346384297,442241925,The Transparent Self by Sidney M. Jourard (1971; Paperback; Revised) ; Sidney M. Jourard (Paperback; 1971),1.99,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0,0
347632468,60533463,Lost Tribe; Jewish Fiction from the Edge (2003; Paperback) (Paperback; 2003),0.75,VERY_GOOD,Quick Delivery.,0,0
348193267,1573223301,Raising Fences; A Black Man's Love Story by Michael Datcher (2002; Paperback) ; Michael Datcher (Paperback; 2002),0.75,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0.75,0.75
371171243,192814486,Hamlet by William Shakespeare and G. R. Hibbard (1989; Book; Illustrated) ; William Shakespeare (Book; 1989),0.95,VERY_GOOD,Quick Delivery.,0,0
379438883,1250000610,Shoe Addicts Anonymous by Beth Harbison (2011; Paperback) ; Beth Harbison (Paperback; 2011),4.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
351195663,039577537X,Tragedy of Romeo and Juliet by William Shakespeare (1996; Hardcover) ; William Shakespeare (Hardcover; 1996),2.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
350799223,394552989,The Adrian Mole Diaries by Sue Townsend (1988; Hardcover) ; Sue Townsend (Hardcover; 1988),1.49,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0,0
324704357,800759389,Good Heavens by Margaret A. Graham (2004; Paperback) ; Margaret A. Graham (Paperback; 2004),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
346409914,1893699692,Alien Androids Assault Arizona by Jonathan Rand and Johnathan Rand (2004; Paperback) ; Johnathan Rand; Jonathan Rand (Paperback; 2004),1.89,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0,0
330387605,802417078,The Second Thief by Travis Thrasher (2003; Paperback) ; Travis Thrasher (Paperback; 2003),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
347652423,60937424,Every Visible Thing by Lisa Carey (2007; Paperback; Reprint) ; Lisa Carey (Paperback; 2007),0.75,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0,0
350500159,1893699226,Florida Fog Phantoms by Johnathan Rand (2002; Paperback) ; Johnathan Rand (Paperback; 2002),1.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
349100428,836251830,Welcome to Jasorassic Park by Bill Amend (1998; Paperback) ; Bill Amend (Paperback; 1998),0.75,VERY_GOOD,Quick Delivery.,0,0
333588827,1579544355,All the Dave Barry You Could Ever Want; Four Classic Books in One,1.39,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
329711620,886874378,U.S. Acres Runs Amuck by Jim Davis (1989; Paperback) ; Jim Davis (Paperback; 1989),3.49,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0,0
346024264,425192741,Tricky Business by Dave Barry (2003; Paperback) ; Dave Barry (Paperback; 2003),0.95,BRAND_NEW,Book is in excellent condition. Quick Delivery.,0,0
349377860,380788799,Hearts and Bones by Margaret Lawrence (1997; Paperback; Reprint) ; Margaret Lawrence (Paperback; 1997),0.99,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0,0
348155779,743470400,Light Before Day by Christopher Rice (2007; Paperback; Reprint) ; Christopher Rice (Paperback; 2007),1.49,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
346984284,140544844,Glasses; Who Needs 'Em? by Lane Smith (1995; Paperback; Reprint) ; Lane Smith (Paperback; 1995),0.94,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
349749090,1582700583,So; You Wanna Be a Comic Book Artist by Philip Amara (2001; Paperback) ; Philip Amara (Paperback; 2001),4.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
327951089,375705554,Bhagavad Gita (2000; Paperback; Reprint) (Paperback; 2000),5.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
330307270,083681293X,Oliver and the Monsters by Tony Blundell (1995; Hardcover) ; Tony Blundell (Hardcover; 1995),0.98,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
332712407,059044669X,It's Groundhog Day! by Steven Kroll (1991; Paperback; Reprint) ; Steven Kroll (Paperback; 1991),3.99,BRAND_NEW,Quick Delivery.,0,0
324275725,590115073,Winter Is Here! by Kimberly Weinberger (1997; Book; Illustrated) ; Kimberly Weinberger (Book; 1997),0.75,BRAND_NEW,Quick Delivery.,0,0
345398622,823414787,Who's Who in My Family? by Loreen Leedy (1999; Paperback) ; Loreen Leedy (Paperback; 1999),59.99,BRAND_NEW,Quick Delivery.,0,0
368795897,939251744,Ten Little Dinosaurs by Pattie L. Schnetzler (1996; Hardcover) ; Pattie L. Schnetzler (Hardcover; 1996),0.75,VERY_GOOD,Quick Delivery.,0,0
349890648,688161677,Bat Jamboree by Kathi Appelt (1998; Paperback; Reprint) ; Kathi Appelt (Paperback; 1998),2.99,BRAND_NEW,Quick Delivery.,0,0
350321590,395742129,A Turkey for Thanksgiving by Eve Bunting (1995; Paperback) ; Eve Bunting (Paperback; 1995),0.75,VERY_GOOD,Quick Delivery.,0,0
379641905,059041190X,Over the River and Through the Wood by Lydia Maria Francis Child (1974; Paperback) ; Lydia Maria Francis Child (Paperback; 1974),0.75,VERY_GOOD,Quick Delivery.,0,0
346012503,590189735,Snowy Flowy Blowy; A Twelve Months Rhyme by Gregory Gander and Nancy Tafuri (1999; Hardcover) ; Nancy Tafuri; Gregory Gander (Hardcov...,0.75,GOOD,Quick Delivery.,0,0
346503671,876144687,Martin Luther King Day by Linda Lowery and Linda Lowery Keep (1987; Paperback; Reprint) ; Linda Lowery; Linda Lowery Keep (Paperback;...,2.49,LIKE_NEW,Quick Delivery.,0,0
331654943,553375806,The Mystery of the Missing Tooth by William H. Hooks (1997; Paperback) ; William H. Hooks (Paperback; 1997),2.99,VERY_GOOD,Quick Delivery.,0,0
331907305,590997157,Inside a Zoo in the City by Alyssa Satin Capucilli (2000; Hardcover) ; Alyssa Satin Capucilli (Hardcover; 2000),0.75,GOOD,Quick Delivery.,0,0
348840213,155591733X,The Mitten Tree by Candace Christiansen (2009; Paperback) ; Candace Christiansen (Paperback; 2009),3.99,VERY_GOOD,Quick Delivery.,0,0
365946672,689853106,Moonbear's Dream by Frank Asch (2002; Paperback; Reprint) ; Frank Asch (Paperback; 2002),1.49,VERY_GOOD,Quick Delivery.,0,0
350162792,142410578,Big Chickens by Leslie Helakoski (2008; Paperback; Reprint) ; Leslie Helakoski (Paperback; 2008),3.99,VERY_GOOD,Quick Delivery.,0,0
365351439,698118308,Little Cloud by Eric Carle (2001; Paperback; Reprint) ; Eric Carle (Paperback; 2001),1.99,VERY_GOOD,Quick Delivery.,0,0
350302440,618341870,Pocketful of Nonsense by James Marshall (2003; Hardcover) ; James Marshall (Hardcover; 2003),0.99,LIKE_NEW,Quick Delivery.,0,0
365647455,142301965,Gregory's Shadow by Don Freeman (2002; Paperback; Reprint) ; Don Freeman (Paperback; 2002),0.75,BRAND_NEW,Quick Delivery.,0,0
372811979,688082947,White Snow; Bright Snow by Roger Duvoisin and Alvin R. Tresselt (1988; Paperback) ; Alvin R. Tresselt; Roger Duvoisin (Paperback; 1988),0.75,VERY_GOOD,Quick Delivery.,0,0
318535620,316103721,Scared Silly! by Marc Brown (2000; Paperback) ; Marc Brown (Paperback; 2000),2.99,BRAND_NEW,Quick Delivery.,4.25,4.25
345778023,014054870X,The Mysterious Tadpole by Steven Kellogg (1993; Paperback; Reissue) ; Steven Kellogg (Paperback; 1993),1.99,VERY_GOOD,Quick Delivery.,0,0
327126858,764178997,Doing the Animal Bop by Jan Ormerod (2005; Other; Mixed media product) ; Jan Ormerod (Other; 2005),4.99,LIKE_NEW,CD included. Quick Delivery.,0,0
328611864,590745573,Something from Nothing by Phoebe Gilman (1998; Paperback) ; Phoebe Gilman (Paperback; 1998),0.75,VERY_GOOD,Quick Delivery.,0,0
378741156,786810874,Icky; Squishy Science by Sandra Markle (1996; Paperback) ; Sandra Markle (Paperback; 1996),0.75,BRAND_NEW,Quick Delivery.,0,0
365577695,689710836,Friends by Helme Heine (1997; Paperback; Reprint) ; Helme Heine (Paperback; 1997),0.75,VERY_GOOD,Quick Delivery.,0,0
349612436,819310891,Henry Goes West by Robert M. Quackenbush (1982; Hardcover) ; Robert M. Quackenbush (Hardcover; 1982),3.99,LIKE_NEW,Quick Delivery.,0,0
350742573,395764793,Don't Wake Up Mama!; Another Five Little Monkeys Story by Eileen Christelow (1996; Paperback) ; Eileen Christelow (Paperback; 1996),0.75,VERY_GOOD,Quick Delivery.,0,0
354574210,395816580,Sheep Take a Hike by Nancy Shaw (1996; Paperback) ; Nancy Shaw (Paperback; 1996),0.75,BRAND_NEW,Quick Delivery.,0,0
347645512,819310735,Pets I Wouldn't Pick by Susan Alton Schmeltz (1982; Book; Illustrated) ; Susan Alton Schmeltz (Book; 1982),0.75,VERY_GOOD,Quick Delivery.,0,0
350455451,1550744410,Elliot's Emergency by Andrea Beck (1998; Hardcover) ; Andrea Beck (Hardcover; 1998),14.99,BRAND_NEW,Quick Delivery.,0,0
329819494,763607363,Good Job; Little Bear by Martin Waddell (1999; Hardcover) ; Martin Waddell (Hardcover; 1999),0.75,LIKE_NEW,Quick Delivery.,0,0
323720474,1862915075,Too Loud Lily by Sofie Laguna (2003; Paperback; Illustrated) ; Sofie Laguna (Paperback; 2003),2.95,LIKE_NEW,Quick Delivery.,0,0
368181618,439425026,Penguins by Kathleen Weidner Zoehfeld (2003; Paperback) ; Kathleen Weidner Zoehfeld (Paperback; 2003),1.69,BRAND_NEW,Quick Delivery.,0,0
347796673,439425034,Sharks by Brenda Z. Guiberson (2003; Paperback) ; Brenda Z. Guiberson (Paperback; 2003),1.49,BRAND_NEW,Quick Delivery.,0,0
328685592,516268643,Push and Pull by Patricia J. Murphy (2002; Paperback) ; Patricia J. Murphy (Paperback; 2002),2.99,BRAND_NEW,Quick Delivery.,0,0
347728223,590738771,Penguins by Rene Mettler and Gallimard Jeunesse (1996; Hardcover; Spiral) ; Gallimard Jeunesse; Rene Mettler (Hardcover; 1996),2.49,BRAND_NEW,Quick Delivery.,0,0
331582859,809448297,Wind and Weather (1989; Hardcover) (Hardcover; 1989),0.97,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
351698485,590967339,101 Thematic Poems for Emergent Readers; Lively Rhymes and Easy Activities That Build Early Reading Skills and Delight All Learners b...,9.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
351458183,439261708,Word Family File-Folder Word Walls by Mary Beth Spann (2001; Paperback) ; Mary Beth Spann (Paperback; 2001),8.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
350995996,938256084,Phonics Review Grades 2-3 by Joan Hoffman (1980; Paperback) ; Joan Hoffman (Paperback; 1980),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
347085114,1565655060,Reading Comprehension; A Workbook for Ages 6-8 by Martha Cheney (1996; Paperback) ; Martha Cheney (Paperback; 1996),19.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
346245067,938256416,Phonics Long Vowels by Barbara Gregorich (1981; Paperback) ; Barbara Gregorich (Paperback; 1981),2.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
201357669,087067319X,Kicks Is Kicks ; Delle Brehan (Paperback; 1991),0.75,GOOD,Cover has picture of a black female dominatrix sitting in a whicker chair. Front cover is missing a very small piece of the upper right corner; triangular shaped approx. 1cm by 2cm.  The rest of the book is in great condition.,0,0
201756986,881848735,Am I Normal? ; Sid Cormier (Paperback; 1993),0.75,VERY_GOOD,Quick Delivery Guarenteed.,0,0
202124408,827333552,Developmental Profiles ; K. Eileen Allen; Lynn R. Marotz (Paperback; 1989),0.75,LIKE_NEW,Quick delivery.,0,0
210752595,679769846,How to Survive Without Your Parents' Money ; Geoff Martz (Paperback; 1996),0.75,VERY_GOOD,Quick Delivery,0,0
202693536,688100430,The New Illustrated Dinosaur Dictionary ; Helen Roney Sattler (Paperback; 1990),0.75,LIKE_NEW,Quick delivery. Minimal Shelf wear.,0,0
203037254,446323969,Phoenix Sword ; Wade Barker (Paperback; 1986),0.75,GOOD,Quick Delivery. Some shelf wear. Small pieces of the left hand corners of the cover are missing.,0,0
200805624,312929692,Truly Tasteless Blonde Jokes ; Blanche Knott (Paperback; 1992),0.75,VERY_GOOD,Quick delivery. Minimal shelf wear.,0,0
167897686,553199471,The Icarus Agenda (1989),0.75,VERY_GOOD,Book is in excellent condition. Quick delivery.,0,0
204201131,140054995,Einstein's Universe ; Nigel Calder (Book; 1980),0.75,VERY_GOOD,Quick Delivery,0,0
167783701,451134427,The Green Hills of Earth (1952),0.75,GOOD,Quick Delivery.,0,0
207507030,1884735924,Clinical Management of Hypertension ; Marilyn Moser (Paperback; 2004),0.75,LIKE_NEW,Quick Delivery,0,0
201881583,394713532,Crisis in the Classroom ; Charles E. Silberman (Paperback; 1971),0.75,ACCEPTABLE,Quick delivery.  Binding is in great shape. Cover has been reinforced with clear packaging tape.,0,0
201691554,60167246,Buppies; B-Boys; Baps & Bohos ; Nelson George (Hardcover; 1993),0.75,LIKE_NEW,Quick Delivery.,0,0
201445374,811432017,Heroin ; Mark Pownall (Hardcover; 1991),0.75,VERY_GOOD,Quick Delivery.  Only blemish is a name written on the inside of the front cover; other then that book appears to never have been read.,0,0
201040009,399512330,Break the Dealer ; Eddie Olsen; Jerry Patterson (Paperback; 1986),0.75,VERY_GOOD,Quick Delivery. Binding is tight and the pages are crisp and clean. The cover shows a little bit of shelf wear and the first page of the book has a prior owner's name on it.,0,0
202226349,816735174,Stage Fright ; Erica Field (Paperback; 1995),0.75,LIKE_NEW,Quick delivery.,0,0
203273647,140366539,The Treasure Bird ; Peni R. Griffin (Paperback; 1994),0.75,BRAND_NEW,Quick delivery from my store to your home.,0,0
204357771,394824636,Strange but True Hockey Stories ; Howard Liss (Book; 1972),0.75,VERY_GOOD,Quick Delivery. Book is in excellent condition.  The binding had to be re-glued to the cover.,0,0
201081074,590448765,Nothing but Trouble; Trouble; Trouble ; Patricia Hermes (Paperback; 1995),0.75,GOOD,Small crease on the bottom right hand side of the cover.  Other then that the book is in excellent condition.,0,0
221196880,059046633X,Mama; Let's Dance ; Patricia Hermes (Paperback; 1995),0.75,GOOD,Quick Delivery. Book has a crease down the center of the front cover. Other then that the binding is tight and the bages are crisp and clean.,0,0
201759746,068980167X,The Twin in the Tavern ; Barbara Brooks Wallace (Paperback; 1995),0.75,LIKE_NEW,Next day mailing.,0,0
203080037,1558282394,Teach Yourself ; Eric F. Johnson; Kevin Reichard (Paperback; 1992),0.75,VERY_GOOD,Cover has minor shelf wear; but the binding is tight and the pages are crisp and clean.,0,0
203467252,786888490,The Truth About Getting in ; Katherine Cohen Ph.D. (Paperback; 2003),0.75,LIKE_NEW,Quick Delivery. Book is in excellent condtion. Very little shelf wear. Had two pages where the corner was folded in to book mark page.,0,0
202639628,081672850X,World's Strangest Baseball Stories ; Bart Rockwell (Paperback; 1992),0.75,BRAND_NEW,Quick delivery. Book is in perfect condition.,0,0
200971889,205270115,Content Reading and Literacy ; Donna E. Alvermann; Stephen F. Phelps (Hardcover; 1997),0.99,BRAND_NEW,Quick delivery from my store to your front door. Brand new text book. Never been used. Has no highlighting or writing.,0,0
201359755,1570032378,Vonnegut in Fact ; Jerome Klinkowitz (Hardcover; 1998),9.99,BRAND_NEW,Brand new copy with dust jacket. Quick delivery.,0,0
216713091,,Mystery of Chess Boxing (VHS/EP; 1997),1.75,LIKE_NEW,Original Box included.,0,0
191086655,,Unbelievable Sports Plays (VHS; 1996),0.75,LIKE_NEW,Comes in original box.,0,0
190800631,,All New Not-So-Great Moments in Sports (VHS; 1988),0.75,VERY_GOOD,Comes in a brown rental case.,0,0
190980569,,Great Sports Moments of the 80's (VHS; 1990),0.75,LIKE_NEW,Comes in plastic black case.,0,0
190974450,,The Greatest Sports Follies (VHS; 1990),0.75,VERY_GOOD,Comes in brown plastic case. No Box.,0,0
100550981,,Great Moments in Basketball (VHS),0.75,VERY_GOOD,Comes in brown plastic case. No box.,0,0
200935106,380708094,Bob Knight ; Joan Mellen (Paperback; 1991),0.75,LIKE_NEW,Binding is tight and pages are crisp and clean. Cover has small amount of shelf wear.,0,0
202469221,451409116,Smoke Screen ; Vincent Patrick (Paperback; 2000),0.75,LIKE_NEW,Book was read through once. In excellent condition.,0,0
222132365,1551666251,Fruitcake ; R. J. Kaiser (Paperback; 2000),0.75,VERY_GOOD,Small crease on front cover. Otherwise book is in excellent condition.,0,0
204430540,441494927,Lost Souls ; Greg Bear (Paperback; 1982),0.75,VERY_GOOD,Spine has creases from reading. Cover has some shelf wear. But the binding is tight and the pages are clean.,0,0
221461764,345347897,Sisters ; Pat Booth (Paperback; 1989),0.75,LIKE_NEW,Quick delivery.,0,0
208293509,373693796,Better Than Bulletproof ; Kay Thomas (Paperback; 2009),0.93,BRAND_NEW,Quick delivery from my store to your front door.,0,0
168268832,60803932,On the Banks of Plum Creek (1976),0.75,LIKE_NEW,Cover shows small amount of wear.,0,0
221665789,671535161,Gone the Sun ; Winston Groom (Paperback; 1996),0.75,LIKE_NEW,Cover has very minor wear. Quick delivery.,0,0
202136984,590329235,To Be a Slave ; Julius Lester (Paperback; 1985),0.75,LIKE_NEW,Ex-Library copy. Has library stamp on top side of book. Quick delivery.,0,0
202193067,451621107,The Genetic Code ; Isaac Asimov (Paperback; 1962),0.75,VERY_GOOD,Book is in excellent condition considering it's age.  Clear Packaging tape across spine.,0,0
210758185,055326978X,Complete Book of Home Buying ; Michael Sumichrast (Paperback; 1987),0.75,VERY_GOOD,Quick delivery from my store to your front door. Buy from me Yippee!!!,0,0
206896002,671497774,Webster's New World Dictionary of Computer Terms ; Laura Darcy; Louise Boston (Book; 1986),0.75,LIKE_NEW,Book is in excellent condition. The cover has a couple knicks in it; but they are only visible if you look real close.,0,0
221787877,436054450,Group Portrait With Lady ; Heinrich Boll (Book; 1973),0.75,VERY_GOOD,Book is in excellent condition. Quick delivery.,0,0
222251056,1568581955,Headbanger ; Hugo Hamilton (Paperback; 2001),1.49,LIKE_NEW,Book has been read once and is still in perfect condition.,0,0
202205371,571190766,Summer Things ; Joseph Connolly (Paperback; 1998),0.75,GOOD,Shows normal wear from use.  Cover is slightly wrinkled.,0,0
205568656,876390084,Producing in the Home Studio With Pro Tools (Other; 2003),0.75,VERY_GOOD,Book is in like new condition. No CD included.,0.75,0.75
203503178,60974397,The Origin of Evil ; Ellery Queen (Paperback; 1992),0.99,LIKE_NEW,Book has never been opened and is in excellent condition. Quick delivery.,0,0
221586022,394755596,Anywhere but Here ; Mona Simpson (Paperback; 1988),0.99,BRAND_NEW,Quick delivery from my store to your home.,0,0
168387766,839826737,A Case of Conscience (1981),0.75,GOOD,Spine has clear packaging tape on it. Inside page of front cover has some pen scribbled on it.,0,0
202141545,345331621,Coming Back ; Ann Kaiser Stearns (Paperback; 1989),0.75,GOOD,Small tear on the bottom of the front cover. Bottom of entire book is slightly bent. Binding is in great shape.,0,0
167766174,385092288,Know Your German Shepherd,0.75,VERY_GOOD,Quick delivery.,0,0
168275582,385015798,Miniature Schnauzer Guide (1981),0.75,GOOD,1969 edition. Book is in one piece; but shows a moderate amount of wear.,0,0
202694100,393011216,Decisions; Decisions ; John Coplans; Robert Bell Ph.D. (Book; 1976),1.99,LIKE_NEW,Dust Jacket included. Book is in perfect condition.,0,0
204805774,743476530,Identity ; Steven Piziks (Paperback; 2003),0.75,BRAND_NEW,Never been read; book is in brand new condition. Quick Delivery.,0,0
200771834,345418158,The Outside Man ; Richard North Patterson (Paperback; 1997),1.99,BRAND_NEW,Never been read; in Brand new condition. Quick delivery.,0,0
222735628,1933633700,Please Step Back ; Ben Greenman (Paperback; 2009),1.03,BRAND_NEW,Never been read. Book is in brand new condition.  Quick Delivery.,0,0
202095725,25449303,Burning Money ; J. Peter Grace (Hardcover; 1984),0.75,LIKE_NEW,Quick Delivery.  This book has the same number; but is paper cover.,0,0
201526278,1559347074,Writing from A to Z ; Charles T. Brusaw; Gerald J. Alred; Walter E. Oliu (Paperback; 1997),0.75,LIKE_NEW,Quick Delivery.,0,0
204894037,399900837,Line by Line ; Amy Schor (Book; 1981),0.75,VERY_GOOD,Binding is tight and the pages are crisp and clean.  Dust jacket has a couple tears.,0,0
168242003,671814451,Fantastic Four (1983),0.75,GOOD,Small crease on corner of front cover. Quick Delivery.,0,0
202123434,671735357,Power Pop-Up Book ; Claudio Vita-Finzi (Hardcover; 1991),0.75,VERY_GOOD,All of the Pop-ups are fully functional and in great shape. Back cover has prior owner's name written on it.,0,0
221168566,671874721,Dinosaur ; David Norman (Paperback; 1993),0.75,VERY_GOOD,Book has a very small amount of highlighting in it. Other then that it is in excellent shape.,0,0
204598866,30350239,Chemistry & Chemical Reactivity ; Kotz. John C. (Paperback; 2002),0.75,GOOD,Pages do not have any writing or highlighting. Cover has small creases on two corners. Quick Delivery.,0,0
204755478,321118731,The Economics of Public Issues ; Daniel K. Benjamin; Douglass Cecil North; Roger Leroy Miller (Paperback; 2002),0.75,GOOD,Cover has two creases on it and some of the pages have the corners folded in.,0,0
203363214,006440806X,Trust Falls ; Daniel Parker (Paperback; 2002),0.75,BRAND_NEW,Never been opened; Brand new. Quick Delivery.,0,0
228939180,517554410,Tailgate Parties ; Susan Wyler (Paperback; 1984),0.75,VERY_GOOD,Book is in excellent condition. Has small crease on corner of front cover. Quick Delivery.,0,0
204152675,571202888,Blood Rain ; Michael Dibdin (Paperback; 2001),2.49,BRAND_NEW,Never been read. Brand new condition. Quick Delivery.,2.49,2.49
221548632,670858722,The Flaming Corsage ; William Kennedy (Hardcover; 1996),0.75,BRAND_NEW,This book has never been read and is in brand new condition. Quick Delivery.,0,0
167805163,671501313,Henry IV; part 1 (1983),0.75,VERY_GOOD,Book has a few pages with highlighting on it.  A couple pages have the corner bent in to mark page. Other then that the binding is tight and the cover is in perfect condition.,0,0
208132873,006073180X,Rich Girls ; Nick Nicholson; Victoria Ashton (Paperback; 2006),0.75,BRAND_NEW,Book has never been opened; and is in brand new condition. Quick Delivery.,0,0
205915233,446693529,A Man Inspired ; Derek A. Jackson (Paperback; 2005),0.75,LIKE_NEW,Book is in excellent condition. Quick delivery.,0,0
221494583,380718634,The Memory Church ; Tim Sebastian (Paperback; 1994),0.95,BRAND_NEW,Book as never been opened and is in brand new condition. Quick delivery.,0,0
221669689,375702202,Soft! ; Rupert Thomson (Paperback; 2000),1.99,BRAND_NEW,This book has never been read and is in flawless condition. Quick Delivery.,0,0
